City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,sale,34.0389,-6.8166,305.17,61,Clouds,4.12,MA,1686847118
341,qaqortoq,60.7167,-46.0333,277.02,78,Clouds,2.23,GL,1686847399
342,san ignacio,17.1561,-89.0714,307.23,59,Clouds,5.14,BZ,1686847400
343,mahibadhoo,3.7833,72.9667,301.93,79,Clouds,5.68,MV,1686847401
344,malkara,40.89,26.9011,294.15,67,Clouds,3.46,TR,1686847402
345,carauari,-4.8828,-66.8958,299.45,54,Clouds,2.31,BR,1686847403
346,ola,59.5833,151.2833,280.22,97,Clouds,1.13,RU,1686847404
347,shizuishan,39.2333,106.7694,298.69,31,Clear,8.32,CN,1686847406
348,prince rupert,54.3161,-130.3201,285.2,72,Clouds,8.23,CA,1686847406
349,kabalo,-6.05,26.9167,300.56,32,Clear,1.8,CD,1686847407
350,beau vallon,-20.4189,57.6953,297.71,83,Clouds,4.12,MU,1686847408
351,taulaga,-11.0553,-171.0883,301.41,73,Clouds,6.46,AS,1686847409
352,kenai,60.5544,-151.2583,281.56,76,Rain,3.09,US,1686847411
353,dunedin,-45.8742,170.5036,283.6,72,Clouds,3.58,NZ,1686847412
354,bamboo flat,11.7,92.7167,299.2,94,Mist,1.03,IN,1686847413
355,vorgashor,67.5833,63.95,276.14,93,Rain,6.74,RU,1686847413
356,hoemul-li,41.4339,129.67,290.3,77,Clouds,1.55,KP,1686847414
357,alghero,40.5589,8.3181,298.2,69,Clouds,4.12,IT,1686847234
358,dellys,36.9172,3.9131,296.62,69,Clouds,4.82,DZ,1686847417
359,dahme,51.8667,13.4333,295.1,51,Clouds,0.61,DE,1686847418
360,nanakuli,21.3906,-158.1547,297.12,83,Clear,1.54,US,1686847419
361,selfoss,63.9331,-20.9971,287.62,78,Clouds,2.72,IS,1686847420
362,natitingou,10.3042,1.3796,299.33,79,Rain,0.83,BJ,1686847421
363,pohrebyshche,49.4864,29.2636,293.52,81,Rain,2.43,UA,1686847423
364,palmer,42.1584,-72.3287,296.99,58,Clouds,6.69,US,1686847425
365,qashyr,53.0675,76.1036,291.7,33,Clouds,3.37,KZ,1686847426
366,oliveira dos brejinhos,-12.3169,-42.8961,306.84,26,Clear,2.33,BR,1686847427
367,neiafu,-18.65,-173.9833,295.53,88,Clouds,0.0,TO,1686847427
368,greymouth,-42.4667,171.2,278.59,80,Clouds,3.61,NZ,1686847428
369,bedesa,8.9,40.7833,292.98,75,Clouds,1.27,ET,1686847430
370,waddan,29.1614,16.139,308.14,24,Clear,9.87,LY,1686847430
371,ash shatrah,31.4117,46.1742,311.93,12,Clear,4.25,IQ,1686847431
372,kapenguria,1.2511,35.0895,287.74,88,Rain,1.1,KE,1686847432
373,singkil,-7.9855,111.4161,295.18,91,Clouds,1.17,ID,1686847433
374,haiku-pauwela,20.9219,-156.3051,297.06,82,Clouds,3.09,US,1686847434
375,road town,18.4167,-64.6167,305.2,66,Clouds,5.14,VG,1686847434
376,alice town,25.7167,-79.3,301.68,74,Clouds,4.02,BS,1686847435
377,aquiraz,-3.9014,-38.3911,302.2,72,Clouds,4.87,BR,1686847438
378,queenstown,-31.8976,26.8753,284.2,66,Clouds,11.75,ZA,1686847439
379,vanimo,-2.6741,141.3028,298.46,88,Rain,2.96,PG,1686847440
380,keflavik,64.0049,-22.5624,290.1,82,Clear,8.23,IS,1686847440
381,vilyuchinsk,52.9306,158.4028,282.3,86,Clouds,4.54,RU,1686847441
382,balaipungut,1.05,101.2833,297.73,93,Clouds,0.82,ID,1686847442
383,santiago de cao,-7.9589,-79.2392,296.22,73,Fog,4.12,PE,1686847443
384,tucuma,-0.1833,-50.05,304.28,56,Clear,3.51,BR,1686847444
385,ewo,-0.8725,14.8206,299.7,76,Rain,1.02,CG,1686847445
386,masina,-4.3836,15.3914,301.26,63,Clouds,0.42,CD,1686847447
387,harstad,68.799,16.5293,282.81,100,Clouds,2.68,NO,1686847448
388,beledweyne,4.7358,45.2036,305.7,35,Clouds,6.91,SO,1686847450
389,genhe,50.7833,121.5167,283.47,84,Clouds,0.64,CN,1686847451
390,les cayes,18.2,-73.75,303.59,66,Clouds,5.58,HT,1686847452
391,stony plain,53.5334,-114.0021,284.0,89,Rain,6.17,CA,1686847416
392,port moresby,-9.4431,147.1797,297.22,89,Clouds,5.97,PG,1686847453
393,dakhla,23.6848,-15.958,297.16,69,Clear,11.32,EH,1686847454
394,quezon,7.7303,125.0989,295.58,96,Clouds,0.43,PH,1686847455
395,mana,5.6592,-53.7767,299.03,89,Rain,3.27,GF,1686847456
396,chibougamau,49.9168,-74.3659,292.94,56,Haze,3.09,CA,1686847178
397,trinity beach,-16.7888,145.6968,294.09,93,Clouds,0.51,AU,1686847458
398,east london,-33.0153,27.9116,287.67,82,Rain,3.6,ZA,1686847459
399,mitsamiouli,-11.3847,43.2844,298.31,83,Clouds,2.06,KM,1686847461
400,andergrove,-21.0833,149.1833,292.4,77,Clouds,1.5,AU,1686847462
401,kasama,-10.2129,31.1808,291.09,40,Clouds,1.38,ZM,1686847462
402,loango,-4.6719,11.8312,296.07,85,Clouds,3.51,CG,1686847463
403,eyl,7.9803,49.8164,299.37,76,Clouds,10.51,SO,1686847464
404,bryne,58.7354,5.6477,294.96,60,Clear,4.12,NO,1686847465
405,codrington,-38.2667,141.9667,283.78,83,Clouds,7.39,AU,1686847466
406,manacapuru,-3.2997,-60.6206,296.71,73,Clouds,2.93,BR,1686847467
407,paka,4.6374,103.4368,297.11,100,Clouds,0.0,MY,1686847469
408,constantia,44.1833,28.65,298.53,72,Clouds,4.34,RO,1686847469
409,montagu,-40.7667,144.9667,285.84,87,Clouds,6.55,AU,1686847470
410,makurazaki,31.2667,130.3167,294.68,78,Clouds,3.67,JP,1686847471
411,myadzyel,54.8731,26.9359,294.24,62,Clouds,2.89,BY,1686847472
412,flying fish cove,-10.4217,105.6791,298.97,88,Clouds,5.14,CX,1686847472
413,rovaniemi,66.5,25.7167,293.82,37,Clear,3.6,FI,1686847474
414,bolu,40.6667,31.5833,291.07,80,Clear,1.69,TR,1686847474
415,cremona,45.2333,9.9333,300.65,68,Clear,2.26,IT,1686847476
416,san giovanni in fiore,39.2633,16.6996,290.47,92,Rain,0.9,IT,1686847477
417,laojunmiao,39.8333,97.7333,294.71,17,Clouds,2.82,CN,1686847479
418,calca,-13.3333,-71.95,290.79,37,Clear,1.94,PE,1686847479
419,ad dilam,23.9915,47.1627,315.38,9,Clouds,3.72,SA,1686847480
420,dainava (kaunas),54.9152,23.9683,290.75,82,Clouds,1.03,LT,1686847481
421,santa marta,11.2408,-74.199,303.18,79,Clouds,3.6,CO,1686847482
422,tavda,58.0425,65.2726,284.73,60,Clouds,0.97,RU,1686847483
423,khorixas,-20.3667,14.9667,294.12,11,Clear,4.12,NA,1686847483
424,korla,41.7597,86.1469,299.2,32,Clouds,7.06,CN,1686847484
425,lae,-6.7221,146.9847,297.72,89,Clouds,1.49,PG,1686847485
426,amos,48.5669,-78.1162,292.2,62,Clouds,2.79,CA,1686847486
427,papao,-17.75,-149.55,298.97,89,Rain,10.23,PF,1686847487
428,acapulco de juarez,16.8634,-99.8901,304.05,62,Clouds,2.06,MX,1686847487
429,lushun,38.8,121.2667,295.27,80,Clouds,4.27,CN,1686847489
430,chernyshevsk,52.5243,117.0174,284.3,56,Clouds,3.37,RU,1686847490
431,mil'kovo,55.6078,37.7956,298.42,57,Clouds,3.28,RU,1686847491
432,choibalsan,48.0667,114.5,288.44,57,Clouds,6.0,MN,1686847492
433,mejit,10.2753,170.8646,300.73,81,Rain,9.64,MH,1686847493
434,kijang,35.2442,129.2139,293.0,87,Clear,1.93,KR,1686847494
435,ghat,24.9647,10.1728,314.68,7,Clouds,5.08,LY,1686847495
436,namtsy,62.7161,129.6658,284.7,83,Clouds,4.44,RU,1686847496
437,mulayjah,27.271,48.4242,309.51,16,Clear,3.83,SA,1686847498
438,tura,25.5198,90.2201,295.3,95,Rain,2.26,IN,1686847499
439,kati,12.7441,-8.0726,305.82,28,Clouds,5.25,ML,1686847500
440,jumla,29.2747,82.1838,289.05,88,Clouds,0.23,NP,1686847144
441,independencia,-5.3964,-40.3086,303.48,47,Clouds,3.87,BR,1686847501
442,kirakira,-10.4544,161.9205,299.02,87,Clouds,2.07,SB,1686847503
443,anadyr,64.75,177.4833,274.43,80,Clouds,3.0,RU,1686847505
444,la junta,37.985,-103.5438,297.69,53,Clear,1.54,US,1686847506
445,babayurt,43.6002,46.7789,296.88,70,Rain,1.87,RU,1686847508
446,yung shue wan,22.2333,114.1167,300.83,90,Rain,6.25,HK,1686847508
447,barreiras,-12.1528,-44.99,307.1,26,Clear,2.44,BR,1686847509
448,ocean shores,46.9737,-124.1563,287.6,75,Clouds,3.6,US,1686847312
449,kailua-kona,19.6406,-155.9956,298.13,96,Rain,3.6,US,1686847216
450,zastron,-30.3023,27.084,280.25,78,Clouds,8.22,ZA,1686847512
451,cidreira,-30.1811,-50.2056,290.06,90,Clouds,9.39,BR,1686847513
452,charters towers,-20.1,146.2667,290.01,91,Clouds,2.79,AU,1686847514
453,taiynsha,53.8478,69.7639,292.33,45,Clouds,1.96,KZ,1686847282
454,east ballina,-28.8667,153.5833,280.26,82,Clear,3.74,AU,1686847516
455,evinayong,1.4368,10.5512,295.11,96,Rain,0.58,GQ,1686847517
456,sao jose da coroa grande,-8.8978,-35.1478,299.94,81,Clouds,5.91,BR,1686847518
457,altai,46.3722,96.2583,287.52,31,Clouds,1.45,MN,1686847519
458,henderson,36.0397,-114.9819,304.44,26,Clear,4.12,US,1686847519
459,al hada,21.3675,40.2869,300.81,36,Clouds,2.85,SA,1686847520
460,tubarjal,30.4999,38.216,303.23,22,Clear,6.95,SA,1686847521
461,whakatane,-37.9585,176.9854,280.25,97,Clouds,1.34,NZ,1686847522
462,togur,58.3631,82.8265,281.37,88,Clouds,2.31,RU,1686847524
463,borogontsy,62.6683,131.1683,283.05,92,Clouds,3.91,RU,1686847525
464,uray,60.1247,64.7758,285.17,48,Clouds,2.24,RU,1686847525
465,nadym,65.5333,72.5167,279.21,67,Clouds,2.42,RU,1686847526
466,coahuayana de hidalgo,18.7,-103.6583,306.31,45,Clouds,2.47,MX,1686847527
467,lebyazh'ye,55.2689,66.4947,289.42,67,Clouds,2.02,RU,1686847528
468,bazar-korgon,41.0376,72.7459,298.22,35,Clouds,4.97,KG,1686847529
469,sanniquellie,7.3622,-8.7061,299.08,84,Rain,1.2,LR,1686847530
470,fomboni,-12.28,43.7425,299.53,64,Rain,1.37,KM,1686847530
471,karratha,-20.7377,116.8463,294.13,50,Rain,0.86,AU,1686847531
472,nogliki,51.8333,143.1667,280.92,91,Clouds,5.49,RU,1686847532
473,zabaykal'sk,49.6333,117.3167,290.22,31,Clouds,6.88,RU,1686847533
474,abaete,-19.16,-45.4458,302.07,33,Clouds,2.39,BR,1686847534
475,west bay,19.3667,-81.4167,304.19,70,Clouds,6.69,KY,1686847254
476,kangaba,11.9333,-8.4167,309.56,32,Clouds,4.56,ML,1686847536
477,bonthe,7.5264,-12.505,300.92,73,Rain,5.3,SL,1686847537
478,alice springs,-23.7,133.8833,279.94,60,Clear,0.0,AU,1686847320
479,salinopolis,-0.6136,-47.3561,302.86,66,Clear,5.16,BR,1686847539
480,makarov,48.6333,142.8,283.0,94,Clear,2.61,RU,1686847540
481,shilin,24.8188,103.3324,290.28,97,Clouds,1.93,CN,1686847542
482,batticaloa,7.7102,81.6924,301.49,78,Clouds,2.06,LK,1686847542
483,babayevo,59.3936,35.9371,294.25,45,Clear,1.91,RU,1686847544
484,ridgecrest,35.6225,-117.6709,300.94,38,Clouds,2.57,US,1686847433
485,choix,26.7092,-108.3219,309.3,13,Clear,2.95,MX,1686847546
486,armacao de buzios,-22.7469,-41.8817,303.18,73,Clouds,8.69,BR,1686847547
487,carolina beach,34.0352,-77.8936,302.62,66,Clouds,5.57,US,1686847549
488,port alfred,-33.5906,26.891,286.58,91,Rain,0.45,ZA,1686847550
489,pangody,65.85,74.4859,277.09,82,Clouds,5.11,RU,1686847550
490,crookston,47.7741,-96.6081,293.12,52,Clear,6.17,US,1686847550
491,benoy,8.9833,16.3199,302.89,54,Clouds,2.83,TD,1686847551
492,necochea,-38.5473,-58.7368,286.73,39,Clouds,6.24,AR,1686847551
493,quellon,-43.1167,-73.6167,282.29,71,Clouds,4.12,CL,1686847551
494,zhanibek,49.4167,46.85,299.53,47,Clouds,1.5,KZ,1686847552
495,peterhead,57.5058,-1.7981,295.37,71,Clear,4.37,GB,1686847552
496,lodwar,3.1191,35.5973,306.57,31,Clouds,3.26,KE,1686847553
497,juegang,32.3174,121.1855,293.82,80,Clouds,3.45,CN,1686847554
498,suihua,46.6406,126.9969,292.48,70,Clouds,3.77,CN,1686847555
499,las heras,-46.5419,-68.9359,278.37,48,Clear,0.91,AR,1686847555
500,sao paulo de olivenca,-3.3783,-68.8725,297.64,63,Clouds,1.48,BR,1686847557
501,krasyliv,49.6519,26.9725,292.71,77,Rain,2.53,UA,1686847559
502,ust'-kut,56.7938,105.7672,279.79,71,Clouds,2.13,RU,1686847560
503,fort frances,48.5999,-93.4003,292.13,49,Clear,5.14,CA,1686847560
504,ketchikan,55.3422,-131.6461,284.41,76,Clouds,5.66,US,1686847561
505,naze,28.3667,129.4833,295.66,88,Clouds,1.53,JP,1686847561
506,constitucion,-35.3333,-72.4167,289.56,68,Clear,3.96,CL,1686847562
507,mont-laurier,46.5501,-75.4993,295.94,55,Clouds,2.16,CA,1686847562
508,canutama,-6.5339,-64.3831,299.82,52,Clouds,1.94,BR,1686847563
509,horta,38.5333,-28.6333,294.27,81,Clouds,6.69,PT,1686847564
510,pingnan,23.5543,110.3976,299.28,87,Clouds,0.62,CN,1686847565
511,katsuura,35.1333,140.3,293.72,94,Clouds,8.28,JP,1686847567
512,brokopondo,4.75,-55.1667,300.81,71,Clouds,2.58,SR,1686847568
513,slavutych,51.5196,30.7343,293.27,80,Rain,2.04,UA,1686847569
514,callao,-12.0667,-77.15,295.31,64,Clouds,5.66,PE,1686847570
515,kangding,30.0513,101.9603,285.91,98,Clouds,0.55,CN,1686847570
516,star dojran,41.1875,22.7208,294.21,80,Clouds,4.55,MK,1686847571
517,vila do maio,15.1333,-23.2167,302.59,75,Clouds,5.8,CV,1686847572
518,la villa del rosario,10.3258,-72.3134,305.35,59,Clouds,2.47,VE,1686847573
519,tilcara,-23.5776,-65.3509,284.15,10,Clear,1.27,AR,1686847574
520,alta,69.9689,23.2717,281.74,66,Clouds,1.54,NO,1686847575
521,batu pahat,1.8548,102.9325,299.16,84,Rain,2.57,MY,1686847575
522,karlskrona,56.1616,15.5866,295.4,53,Clouds,3.08,SE,1686847577
523,mersing,2.4312,103.8405,298.1,94,Clouds,1.54,MY,1686847579
524,eydhafushi,5.1033,73.0708,302.05,77,Clouds,6.11,MV,1686847580
525,monkey bay,-14.0728,34.9201,297.51,61,Clouds,3.83,MW,1686847581
526,erenhot,43.6475,111.9767,301.36,17,Clear,7.49,CN,1686847583
527,floro,61.5996,5.0328,299.19,68,Clouds,7.2,NO,1686847584
528,ambon,-3.6954,128.1814,299.23,86,Clouds,1.03,ID,1686847584
529,mhamid,29.82,-5.72,313.16,9,Clear,4.95,MA,1686847585
530,moyynkum,44.2914,72.9469,296.29,22,Clear,6.86,KZ,1686847586
531,abadeh,31.1608,52.6506,300.56,11,Clouds,7.1,IR,1686847587
532,klaksvik,62.2266,-6.589,287.66,90,Clouds,4.44,FO,1686847589
533,wotho,10.1657,166.0102,301.16,76,Clouds,9.76,MH,1686847590
534,manaure,11.7751,-72.4445,305.93,51,Clouds,10.53,CO,1686847591
535,margate,51.3813,1.3862,293.08,75,Clouds,0.45,GB,1686847591
536,kill devil hills,36.0307,-75.676,301.15,66,Clear,3.09,US,1686847592
537,cockburn town,21.4612,-71.1419,301.49,86,Clouds,8.18,TC,1686847370
538,dzhambeyty,50.2536,52.595,302.74,20,Clouds,4.64,KZ,1686847594
539,san felipe,10.3399,-68.7425,305.67,45,Clouds,3.2,VE,1686847595
540,kalinkavichy,52.1323,29.3257,293.55,78,Rain,2.58,BY,1686847597
541,manavadar,21.5,70.1333,301.78,83,Clouds,12.76,IN,1686847599
542,mutoko,-17.397,32.2268,290.22,29,Clear,1.24,ZW,1686847601
543,nizhneudinsk,54.9076,99.0276,280.51,74,Clear,2.15,RU,1686847602
544,strathmore,51.0501,-113.3852,287.52,66,Clouds,10.8,CA,1686847602
545,mayya,61.7333,130.2811,286.77,79,Clouds,4.26,RU,1686847603
546,albu kamal,34.45,40.9186,305.0,23,Clear,5.0,SY,1686847604
547,nar'yan-mar,67.6713,53.087,277.53,71,Clouds,11.35,RU,1686847607
548,bima,-8.4667,118.7167,294.5,95,Clear,1.86,ID,1686847608
549,cardigan,52.0847,-4.6591,295.31,73,Clouds,0.28,GB,1686847609
550,shelui,-4.3667,34.2,298.66,41,Clouds,2.51,TZ,1686847609
551,mount isa,-20.7333,139.5,279.02,56,Clouds,0.0,AU,1686847610
552,vitoria de santo antao,-8.1181,-35.2914,300.22,74,Clouds,5.74,BR,1686847369
553,darhan,49.4867,105.9228,283.85,56,Clouds,2.13,MN,1686847613
554,vilyuysk,63.7553,121.6247,280.31,95,Clouds,2.82,RU,1686847614
555,silkeborg,56.1697,9.5451,298.33,53,Clouds,3.11,DK,1686847615
556,jayapura,-2.5333,140.7,297.81,89,Rain,2.65,ID,1686847616
557,preveza,38.95,20.75,294.1,83,Clouds,3.09,GR,1686847617
558,bowen,-20.0167,148.2333,293.76,78,Clouds,3.32,AU,1686847618
559,kelibia,36.8476,11.0939,298.29,78,Clouds,5.14,TN,1686847618
560,kisangani,0.5167,25.2,300.11,68,Clouds,0.82,CD,1686847619
561,kerikeri,-35.2268,173.9474,282.54,94,Clouds,0.93,NZ,1686847619
562,nadi,-17.8,177.4167,295.15,94,Clouds,2.57,FJ,1686847620
563,cooper's town,26.8667,-77.5167,301.23,76,Clouds,5.81,BS,1686847621
564,zaozersk,69.4005,32.4476,279.82,60,Clouds,8.63,RU,1686847622
565,polyarnyy,69.1989,33.4478,279.86,63,Clouds,9.99,RU,1686847623
566,carbondale,37.7273,-89.2168,303.18,48,Clear,1.54,US,1686847624
567,baharly,38.4362,57.4316,308.4,15,Clear,1.39,TM,1686847624
568,dryden,49.7833,-92.7503,287.31,44,Clear,3.6,CA,1686847625
569,lokbatan,40.3237,49.728,297.14,68,Clouds,9.81,AZ,1686847626
570,kayangel,8.0823,134.7173,301.53,71,Clouds,0.82,PW,1686847627
571,talara,-4.5772,-81.2719,301.57,61,Clear,5.14,PE,1686847630
